onset	duration	trial_type
179.94	0.3	20_dot_attn
180.6366	0.0	button_press
180.64	0.3	20_dot
181.36	0.28	20_dot
182.04	0.3	20_dot
182.74	0.3	20_dot
183.44	0.3	20_dot
184.14	0.3	20_dot
184.86	0.28	20_dot
185.54	0.3	20_dot
186.24	0.3	20_dot
186.96	0.28	20_dot
187.64	0.3	20_dot
188.34	0.3	20_dot
189.04	0.3	20_dot
189.74	0.3	20_dot
190.44	0.3	20_dot
191.14	0.3	5_dot
191.84	0.3	5_dot
192.54	0.3	5_dot
193.24	0.3	5_dot_attn
193.9259	0.0	button_press
193.94	0.3	5_dot
194.64	0.3	5_dot
195.34	0.3	4_dot_attn
196.0252	0.0	button_press
196.04	0.3	4_dot
196.74	0.3	4_dot
197.44	0.3	4_dot
198.14	0.3	4_dot_attn
198.8253	0.0	button_press
198.84	0.3	4_dot
199.54	0.3	3_dot
200.24	0.3	3_dot
200.94	0.3	3_dot
201.64	0.3	3_dot
202.34	0.3	3_dot
203.04	0.3	3_dot
203.74	0.3	2_dot
204.44	0.3	2_dot
205.14	0.3	2_dot
205.84	0.3	2_dot
206.54	0.3	2_dot
207.24	0.3	2_dot
207.94	0.3	1_dot
208.64	0.3	1_dot
209.34	0.3	1_dot
210.04	0.3	1_dot
210.74	0.3	1_dot
211.44	0.3	1_dot
212.16	0.28	20_dot
212.84	0.3	20_dot
213.56	0.28	20_dot
214.26	0.3	20_dot
214.96	0.28	20_dot
215.66	0.28	20_dot_attn
216.3362	0.0	button_press
216.36	0.28	20_dot
217.06	0.28	20_dot_attn
217.7369	0.0	button_press
217.76	0.28	20_dot
218.46	0.28	20_dot_attn
219.1376	0.0	button_press
219.16	0.28	20_dot
219.86	0.28	20_dot
220.56	0.28	20_dot
221.26	0.3	20_dot
221.96	0.3	20_dot
222.66	0.3	20_dot
223.36	0.3	20_dot
224.06	0.3	20_dot
224.76	0.3	20_dot
225.46	0.3	20_dot
226.15	0.3	20_dot_attn
226.837	0.0	button_press
226.85	0.3	20_dot
227.55	0.3	20_dot
228.25	0.3	20_dot
228.94	0.3	1_dot
229.64	0.3	1_dot
230.34	0.3	1_dot
231.04	0.3	1_dot
231.74	0.3	1_dot
232.44	0.3	1_dot
233.14	0.3	2_dot
233.84	0.3	2_dot
234.54	0.3	2_dot
235.24	0.3	2_dot
235.94	0.3	2_dot
236.64	0.3	2_dot
237.34	0.3	3_dot
238.04	0.3	3_dot
238.74	0.3	3_dot
239.44	0.3	3_dot
240.14	0.3	3_dot
240.84	0.3	3_dot
241.54	0.3	4_dot
242.24	0.3	4_dot
242.94	0.3	4_dot
243.64	0.3	4_dot
244.34	0.3	4_dot
245.04	0.3	4_dot
245.74	0.3	5_dot
246.44	0.3	5_dot
247.14	0.3	5_dot
247.84	0.3	5_dot
248.54	0.3	5_dot
249.24	0.3	5_dot_attn
249.9375	0.0	button_press
249.95	0.3	20_dot
250.65	0.3	20_dot
251.35	0.3	20_dot
252.05	0.3	20_dot
252.75	0.3	20_dot
253.45	0.3	20_dot
254.15	0.3	20_dot
254.85	0.3	20_dot
255.55	0.3	20_dot
256.25	0.3	20_dot
256.95	0.3	20_dot
257.65	0.3	20_dot
258.35	0.3	20_dot
259.05	0.3	20_dot
259.75	0.3	20_dot
260.45	0.3	20_dot
261.15	0.3	20_dot
261.85	0.3	20_dot
262.55	0.3	20_dot
263.25	0.3	20_dot
263.95	0.3	20_dot
264.65	0.3	20_dot
265.35	0.3	20_dot
266.05	0.3	20_dot
266.73	0.3	5_dot
267.43	0.3	5_dot
268.13	0.3	5_dot
268.83	0.3	5_dot
269.53	0.3	5_dot
270.23	0.3	5_dot
270.93	0.3	4_dot
271.63	0.3	4_dot
272.33	0.3	4_dot
273.03	0.3	4_dot
273.73	0.3	4_dot
274.43	0.3	4_dot
275.13	0.3	3_dot
275.83	0.3	3_dot
276.53	0.3	3_dot
277.23	0.3	3_dot
277.93	0.3	3_dot
278.63	0.3	3_dot
279.33	0.32	2_dot
280.03	0.3	2_dot
280.73	0.3	2_dot
281.43	0.3	2_dot
282.13	0.3	2_dot
282.83	0.3	2_dot
283.53	0.3	1_dot
284.23	0.3	1_dot
284.93	0.3	1_dot
285.63	0.3	1_dot
286.33	0.3	1_dot
287.03	0.3	1_dot
287.75	0.3	20_dot_attn
288.4355	0.0	button_press
288.45	0.3	20_dot
289.15	0.3	20_dot
289.85	0.3	20_dot
290.55	0.3	20_dot
291.25	0.3	20_dot
291.95	0.3	20_dot
292.65	0.3	20_dot
293.35	0.3	20_dot
294.05	0.3	20_dot_attn
294.7359	0.0	button_press
294.75	0.3	20_dot
295.45	0.3	20_dot
296.15	0.3	20_dot
296.85	0.3	20_dot
297.55	0.3	20_dot
298.25	0.3	20_dot
298.95	0.3	20_dot_attn
299.6364	0.0	button_press
299.65	0.3	20_dot
300.35	0.3	20_dot
301.05	0.3	20_dot
301.75	0.3	20_dot
302.45	0.3	20_dot
303.15	0.3	20_dot
303.85	0.3	20_dot
